id,season,Venue_Id,date,Match_Type_Id,player_of_match,Team1_Id,Team2_Id,Toss_Winner_Team_Id,toss_decision,Match_Winner_Team_Id,result,result_margin,target_runs,target_overs,super_over,method,Umpire1_Id,Umpire2_Id
548308,2012,31,4/6/2012,5,SPD Smith,9,10,9,field,10,runs,28,130,20,N,NA,5,59
548309,2012,21,4/6/2012,5,AM Rahane,11,5,5,field,11,runs,31,192,20,N,NA,12,60
548310,2012,4,4/7/2012,5,AB de Villiers,12,3,3,field,12,runs,20,158,20,N,NA,53,55
548311,2012,41,4/7/2012,5,RA Jadeja,2,1,2,field,1,runs,74,194,20,N,NA,30,25
548312,2012,21,4/8/2012,5,BJ Hodge,11,7,7,field,11,runs,22,165,20,N,NA,12,67
548313,2012,37,4/8/2012,5,MN Samuels,10,5,10,bat,10,runs,22,167,20,N,NA,54,59
548314,2012,41,4/9/2012,5,RG Sharma,2,9,2,bat,9,wickets,5,139,20,N,NA,5,30
548315,2012,4,4/10/2012,5,L Balaji,12,7,12,field,7,runs,42,166,20,N,NA,55,50
548316,2012,13,4/10/2012,5,M Morkel,3,1,3,field,3,wickets,8,111,20,N,NA,9,60
548317,2012,31,4/11/2012,5,KA Pollard,9,11,11,field,9,runs,27,198,20,N,NA,7,14
548318,2012,10,4/12/2012,5,F du Plessis,1,12,12,bat,1,wickets,5,206,20,N,NA,25,50
548319,2012,9,4/12/2012,5,AD Mascarenhas,5,10,5,field,5,wickets,7,116,20,N,NA,67,60
548320,2012,26,4/13/2012,5,Shakib Al Hasan,7,11,11,bat,7,wickets,5,132,20,N,NA,9,53
548322,2012,37,4/14/2012,5,JD Ryder,10,1,1,bat,10,wickets,7,156,20,N,NA,7,14
548323,2012,26,4/15/2012,5,SP Narine,7,5,7,field,5,runs,2,135,20,N,NA,9,53
548324,2012,4,4/15/2012,5,AM Rahane,12,11,11,bat,11,runs,59,196,20,N,NA,30,50
548325,2012,31,4/16/2012,5,S Nadeem,9,3,3,field,3,wickets,7,93,20,N,NA,12,60
548326,2012,21,4/17/2012,5,BJ Hodge,11,2,2,bat,11,wickets,5,197,20,N,NA,7,14
548327,2012,4,4/17/2012,5,CH Gayle,12,10,10,bat,12,wickets,6,183,20,N,NA,53,54
548328,2012,9,4/18/2012,5,G Gambhir,5,7,5,bat,7,wickets,8,125,20,N,NA,30,50
548321,2012,13,4/19/2012,5,KP Pietersen,3,2,2,bat,3,wickets,5,158,20,N,NA,12,60
548330,2012,10,4/19/2012,5,KMDN Kulasekara,1,10,10,field,1,runs,13,165,20,N,NA,9,54
548331,2012,9,4/20/2012,5,CH Gayle,5,12,12,field,12,wickets,5,164,20,N,NA,55,50
548332,2012,10,4/21/2012,5,F du Plessis,1,11,11,bat,1,wickets,7,147,20,N,NA,7,14
548333,2012,13,4/21/2012,5,SC Ganguly,3,10,3,field,10,runs,20,193,20,N,NA,9,54
548334,2012,31,4/22/2012,5,SE Marsh,9,5,9,bat,5,wickets,6,164,20,N,NA,55,50
548335,2012,11,4/22/2012,5,B Lee,2,7,7,field,7,wickets,5,127,20,N,NA,12,60
548336,2012,21,4/23/2012,5,AB de Villiers,11,12,11,field,12,runs,46,190,20,N,NA,9,53
548337,2012,37,4/24/2012,5,V Sehwag,10,3,10,bat,3,wickets,8,147,20,N,NA,55,50
548339,2012,9,4/25/2012,5,AT Rayudu,5,9,5,bat,9,wickets,4,169,20,N,NA,7,14
548341,2012,37,4/26/2012,5,CL White,10,2,2,bat,2,runs,18,178,20,N,NA,55,50
548342,2012,13,4/27/2012,5,V Sehwag,3,9,9,field,3,runs,37,208,20,N,NA,7,14
548343,2012,10,4/28/2012,5,Mandeep Singh,1,5,5,bat,5,runs,7,157,20,N,NA,12,60
548344,2012,26,4/28/2012,5,G Gambhir,7,12,7,bat,7,runs,47,191,20,N,NA,9,15
548345,2012,13,4/29/2012,5,V Sehwag,3,11,3,bat,3,runs,1,153,20,N,NA,55,50
548346,2012,31,4/29/2012,5,DW Steyn,9,2,9,field,9,wickets,5,101,20,N,NA,5,14
548347,2012,10,4/30/2012,5,G Gambhir,1,7,1,bat,7,wickets,5,140,20,N,NA,12,16
548348,2012,11,5/1/2012,5,KC Sangakkara,2,10,2,bat,2,runs,13,187,20,N,NA,7,5
548349,2012,21,5/1/2012,5,P Negi,11,3,11,bat,3,wickets,6,142,20,N,NA,30,59
548350,2012,4,5/2/2012,5,Azhar Mahmood,12,5,5,field,5,wickets,4,159,20,N,NA,12,16
548351,2012,37,5/3/2012,5,SL Malinga,10,9,9,bat,9,runs,1,121,20,N,NA,9,53
548352,2012,10,5/4/2012,5,SK Raina,1,2,1,bat,1,runs,10,161,20,N,NA,25,14
548353,2012,26,5/5/2012,5,SP Narine,7,10,7,bat,7,runs,7,151,20,N,NA,12,60
548354,2012,9,5/5/2012,5,SR Watson,5,11,11,bat,11,runs,43,178,20,N,NA,30,59
548355,2012,31,5/6/2012,5,DR Smith,9,1,9,field,9,wickets,2,174,20,N,NA,9,53
548356,2012,4,5/6/2012,5,AB de Villiers,12,2,12,field,12,wickets,5,182,20,N,NA,25,14
548357,2012,13,5/7/2012,5,JH Kallis,3,7,3,bat,7,wickets,6,154,20,N,NA,30,55
548358,2012,37,5/8/2012,5,SR Watson,10,11,10,bat,11,wickets,7,126,20,N,NA,9,15
548359,2012,19,5/8/2012,5,Mandeep Singh,2,5,2,field,5,runs,25,171,20,N,NA,25,14
548360,2012,31,5/9/2012,5,CH Gayle,9,12,12,field,12,wickets,9,142,20,N,NA,12,67
548329,2012,19,5/10/2012,5,DA Warner,2,3,2,bat,3,wickets,9,188,20,N,NA,30,59
548361,2012,21,5/10/2012,5,BW Hilfenhaus,11,1,1,field,1,wickets,4,127,20,N,NA,14,16
548362,2012,37,5/11/2012,5,CH Gayle,10,12,10,field,12,runs,35,174,20,N,NA,12,60
548363,2012,26,5/12/2012,5,RG Sharma,7,9,9,bat,9,runs,27,183,20,N,NA,55,59
548364,2012,10,5/12/2012,5,BW Hilfenhaus,1,3,1,field,1,wickets,9,115,20,N,NA,54,15
548365,2012,21,5/13/2012,5,A Chandila,11,10,11,bat,11,runs,45,171,20,N,NA,12,60
548366,2012,9,5/13/2012,5,DJ Hussey,5,2,2,bat,5,wickets,4,191,20,N,NA,25,14
548367,2012,4,5/14/2012,5,AT Rayudu,12,9,9,field,9,wickets,5,172,20,N,NA,54,15
548368,2012,26,5/14/2012,5,MEK Hussey,7,1,1,field,1,wickets,5,159,20,N,NA,30,59
548369,2012,13,5/15/2012,5,UT Yadav,3,5,5,bat,3,wickets,5,137,20,N,NA,25,14
548370,2012,31,5/16/2012,5,SP Narine,9,7,9,field,7,runs,32,141,20,N,NA,54,15
548371,2012,14,5/17/2012,5,AC Gilchrist,5,1,5,field,5,wickets,6,121,20,N,NA,67,60
548372,2012,13,5/17/2012,5,CH Gayle,3,12,3,field,12,runs,21,216,20,N,NA,25,16
548373,2012,19,5/18/2012,5,DW Steyn,2,11,11,bat,2,wickets,5,127,20,N,NA,55,59
548374,2012,14,5/19/2012,5,UT Yadav,5,3,3,field,3,wickets,6,142,20,N,NA,12,67
548375,2012,37,5/19/2012,5,Shakib Al Hasan,10,7,7,bat,7,runs,34,137,20,N,NA,53,15
548376,2012,19,5/20/2012,5,DW Steyn,2,12,12,field,2,runs,9,133,20,N,NA,55,59
548377,2012,21,5/20/2012,5,DR Smith,11,9,11,bat,9,wickets,10,163,20,N,NA,25,16
548378,2012,37,5/22/2012,6,YK Pathan,3,7,7,bat,7,runs,18,163,20,N,NA,15,59
548379,2012,4,5/23/2012,2,MS Dhoni,1,9,9,field,1,runs,38,188,20,N,NA,12,25
548380,2012,10,5/25/2012,7,M Vijay,3,1,3,field,1,runs,86,223,20,N,NA,15,59
548381,2012,10,5/27/2012,4,MS Bisla,7,1,1,bat,7,wickets,5,191,20,N,NA,12,59
597998,2013,26,4/3/2013,5,SP Narine,7,3,7,field,7,wickets,6,129,20,N,NA,55,59
597999,2013,4,4/4/2013,5,CH Gayle,12,9,9,field,12,runs,2,157,20,N,NA,67,16
598000,2013,19,4/5/2013,5,A Mishra,2,10,10,field,2,runs,22,127,20,N,NA,55,59
598001,2013,13,4/6/2013,5,R Dravid,3,11,11,bat,11,runs,5,166,20,N,NA,54,16
598002,2013,10,4/6/2013,5,KA Pollard,1,9,9,bat,9,runs,9,149,20,N,NA,36,67
598003,2013,37,4/7/2013,5,M Vohra,10,5,10,bat,5,wickets,8,100,20,N,NA,53,59
598004,2013,19,4/7/2013,5,GH Vihari,2,12,12,bat,2,tie,NA,131,20,Y,NA,5,55
598005,2013,21,4/8/2013,5,SK Trivedi,11,7,7,field,11,runs,19,145,20,N,NA,7,54
598006,2013,31,4/9/2013,5,KD Karthik,9,3,9,bat,9,runs,44,210,20,N,NA,36,67
598048,2013,4,4/9/2013,5,V Kohli,12,2,2,bat,12,wickets,7,162,20,N,NA,55,59
598007,2013,9,4/10/2013,5,MEK Hussey,5,1,1,field,1,wickets,10,139,20,N,NA,7,16
598008,2013,4,4/11/2013,5,CH Gayle,12,7,12,field,12,wickets,8,155,20,N,NA,9,5
598009,2013,37,4/11/2013,5,AJ Finch,10,11,11,bat,10,wickets,7,146,20,N,NA,36,33
598010,2013,13,4/12/2013,5,A Mishra,3,2,3,bat,2,wickets,3,115,20,N,NA,7,63
598011,2013,31,4/13/2013,5,RG Sharma,9,10,9,bat,9,runs,41,184,20,N,NA,55,59
598012,2013,10,4/13/2013,5,RA Jadeja,1,12,1,field,1,wickets,4,166,20,N,NA,9,5
598013,2013,26,4/14/2013,5,G Gambhir,7,2,7,bat,7,runs,48,181,20,N,NA,36,67
598014,2013,21,4/14/2013,5,JP Faulkner,11,5,11,field,11,wickets,6,125,20,N,NA,7,16
598015,2013,10,4/15/2013,5,SPD Smith,1,10,10,bat,10,runs,24,160,20,N,NA,9,5
598016,2013,9,4/16/2013,5,MS Gony,5,7,7,field,5,runs,4,158,20,N,NA,19,59
598017,2013,4,4/16/2013,5,V Kohli,12,3,12,field,12,tie,NA,153,20,Y,NA,36,67
598018,2013,36,4/17/2013,5,A Mishra,10,2,10,field,2,runs,11,120,20,N,NA,9,5
598019,2013,21,4/17/2013,5,AM Rahane,11,9,11,bat,11,runs,87,180,20,N,NA,7,16
598020,2013,13,4/18/2013,5,MEK Hussey,3,1,1,bat,1,runs,86,170,20,N,NA,36,67
598021,2013,19,4/19/2013,5,GH Vihari,2,5,5,bat,2,wickets,5,124,20,N,NA,25,19
598022,2013,26,4/20/2013,5,RA Jadeja,7,1,7,bat,1,wickets,4,120,20,N,NA,9,5
598023,2013,4,4/20/2013,5,R Vinay Kumar,12,11,12,field,12,wickets,7,118,20,N,NA,7,16
598024,2013,13,4/21/2013,5,V Sehwag,3,9,9,bat,3,wickets,9,162,20,N,NA,25,55
598025,2013,9,4/21/2013,5,DA Miller,5,10,5,field,5,wickets,7,186,20,N,NA,36,33
598026,2013,10,4/22/2013,5,MEK Hussey,1,11,11,bat,1,wickets,5,186,20,N,NA,53,5
598027,2013,4,4/23/2013,5,CH Gayle,12,10,10,field,12,runs,130,264,20,N,NA,7,16
598059,2013,13,4/23/2013,5,Harmeet Singh,3,5,5,field,5,wickets,5,121,20,N,NA,67,33
598029,2013,26,4/24/2013,5,DR Smith,7,9,7,bat,9,wickets,5,160,20,N,NA,25,55
598030,2013,10,4/25/2013,5,MS Dhoni,1,2,2,bat,1,wickets,5,160,20,N,NA,7,54
598031,2013,26,4/26/2013,5,JH Kallis,7,5,5,bat,7,wickets,6,150,20,N,NA,19,55
598032,2013,21,4/27/2013,5,JP Faulkner,11,2,2,bat,11,wickets,8,145,20,N,NA,67,33
598033,2013,31,4/27/2013,5,DR Smith,9,12,9,bat,9,runs,58,195,20,N,NA,9,53
598034,2013,10,4/28/2013,5,MEK Hussey,1,7,7,field,1,runs,14,201,20,N,NA,7,59
598035,2013,38,4/28/2013,5,DA Warner,3,10,10,field,3,runs,15,165,20,N,NA,19,55
598036,2013,21,4/29/2013,5,SV Samson,11,12,11,field,11,wickets,4,172,20,N,NA,36,33
598037,2013,31,4/29/2013,5,RG Sharma,9,5,9,bat,9,runs,4,175,20,N,NA,9,5
598038,2013,37,4/30/2013,5,MS Dhoni,10,1,1,bat,1,runs,37,165,20,N,NA,54,59
598039,2013,19,5/1/2013,5,I Sharma,2,9,9,bat,2,wickets,7,130,20,N,NA,9,53
598040,2013,38,5/1/2013,5,DA Warner,3,7,7,bat,3,wickets,7,137,20,N,NA,25,19
598041,2013,10,5/2/2013,5,SK Raina,1,5,1,bat,1,runs,15,187,20,N,NA,36,67
598042,2013,37,5/2/2013,5,AB de Villiers,10,12,12,bat,12,runs,17,188,20,N,NA,7,16
598043,2013,26,5/3/2013,5,YK Pathan,7,11,11,bat,7,wickets,8,133,20,N,NA,25,19
598044,2013,19,5/4/2013,5,DJG Sammy,2,3,3,bat,2,wickets,6,81,20,N,NA,9,53
598046,2013,31,5/5/2013,5,MG Johnson,9,1,9,bat,9,runs,60,140,20,N,NA,25,19
598047,2013,21,5/5/2013,5,AM Rahane,11,10,10,bat,11,wickets,5,179,20,N,NA,16,50
598064,2013,9,5/6/2013,5,DA Miller,5,12,5,field,5,wickets,6,191,20,N,NA,67,44
598049,2013,21,5/7/2013,5,AM Rahane,11,3,3,bat,11,wickets,9,155,20,N,NA,7,50
598050,2013,31,5/7/2013,5,SR Tendulkar,9,7,9,bat,9,runs,65,171,20,N,NA,25,55
598051,2013,19,5/8/2013,5,SK Raina,2,1,2,field,1,runs,77,224,20,N,NA,54,44
598052,2013,9,5/9/2013,5,KK Cooper,5,11,11,field,11,wickets,8,146,20,N,NA,25,55
598053,2013,37,5/9/2013,5,G Gambhir,10,7,7,bat,7,runs,46,153,20,N,NA,9,53
598054,2013,13,5/10/2013,5,JD Unadkat,3,12,3,field,12,runs,4,184,20,N,NA,44,33
598055,2013,37,5/11/2013,5,MG Johnson,10,9,10,bat,9,wickets,5,113,20,N,NA,9,5
598056,2013,9,5/11/2013,5,PA Patel,5,2,5,field,2,runs,30,151,20,N,NA,54,50
598057,2013,40,5/12/2013,5,JH Kallis,7,12,7,field,7,wickets,5,116,20,N,NA,44,33
598058,2013,21,5/12/2013,5,SR Watson,11,1,11,field,11,wickets,5,142,20,N,NA,25,19
598060,2013,31,5/13/2013,5,KA Pollard,9,2,2,bat,9,wickets,7,179,20,N,NA,5,59
598045,2013,4,5/14/2013,5,AC Gilchrist,12,5,5,field,5,wickets,7,175,20,N,NA,25,55
598062,2013,10,5/14/2013,5,MS Dhoni,1,3,1,bat,1,runs,33,169,20,N,NA,16,50
598061,2013,40,5/15/2013,5,MK Pandey,7,10,7,field,10,runs,7,171,20,N,NA,44,33
598063,2013,31,5/15/2013,5,AP Tare,9,11,11,field,9,runs,14,167,20,N,NA,9,53
598028,2013,14,5/16/2013,5,DA Miller,5,3,3,field,5,runs,7,172,20,N,NA,25,55
598065,2013,19,5/17/2013,5,A Mishra,2,11,2,bat,2,runs,23,137,20,N,NA,9,5
598066,2013,14,5/18/2013,5,Azhar Mahmood,5,9,9,field,5,runs,50,184,20,N,NA,25,19
598068,2013,4,5/18/2013,5,V Kohli,12,1,1,field,12,runs,24,107,8,N,NA,16,50
598067,2013,37,5/19/2013,5,LJ Wright,10,3,10,bat,10,runs,38,173,20,N,NA,44,59
598069,2013,19,5/19/2013,5,PA Patel,2,7,7,bat,2,wickets,5,131,20,N,NA,9,53
598070,2013,13,5/21/2013,6,MEK Hussey,1,9,1,bat,1,runs,48,193,20,N,NA,44,50
598071,2013,13,5/22/2013,3,BJ Hodge,11,2,2,bat,11,wickets,4,133,20,N,NA,55,50
598072,2013,26,5/24/2013,7,Harbhajan Singh,9,11,11,bat,9,wickets,4,166,20,N,NA,16,59
598073,2013,26,5/26/2013,4,KA Pollard,1,9,9,bat,9,runs,23,149,20,N,NA,25,59
729279,2014,1,4/16/2014,5,JH Kallis,9,7,7,bat,7,runs,41,164,20,N,NA,36,51
729281,2014,32,4/17/2014,5,YS Chahal,3,12,12,field,12,wickets,8,146,20,N,NA,7,55
729283,2014,1,4/18/2014,5,GJ Maxwell,1,5,1,bat,5,wickets,6,206,20,N,NA,51,16
729285,2014,1,4/18/2014,5,AM Rahane,2,11,11,field,11,wickets,4,134,20,N,NA,12,51
729287,2014,15,4/19/2014,5,PA Patel,12,9,12,field,12,wickets,7,116,20,N,NA,7,5
729289,2014,15,4/19/2014,5,JP Duminy,7,3,7,bat,3,wickets,4,167,20,N,NA,7,67
729291,2014,32,4/20/2014,5,GJ Maxwell,11,5,5,field,5,wickets,7,192,20,N,NA,12,36
729293,2014,1,4/21/2014,5,SK Raina,1,3,1,bat,1,runs,93,178,20,N,NA,51,16
729295,2014,32,4/22/2014,5,GJ Maxwell,5,2,2,field,5,runs,72,194,20,N,NA,36,55
729297,2014,15,4/23/2014,5,RA Jadeja,11,1,11,field,1,runs,7,141,20,N,NA,25,51
729299,2014,32,4/24/2014,5,CA Lynn,12,7,12,field,7,runs,2,151,20,N,NA,7,67
729301,2014,15,4/25/2014,5,AJ Finch,2,3,2,bat,2,runs,4,185,20,N,NA,36,55
729303,2014,15,4/25/2014,5,MM Sharma,1,9,9,bat,1,wickets,7,142,20,N,NA,12,36
729305,2014,1,4/26/2014,5,PV Tambe,11,12,11,field,11,wickets,6,71,20,N,NA,25,16
729307,2014,1,4/26/2014,5,Sandeep Sharma,7,5,7,field,5,runs,23,133,20,N,NA,25,51
729309,2014,32,4/27/2014,5,M Vijay,3,9,9,bat,3,wickets,6,126,20,N,NA,7,67
729311,2014,32,4/27/2014,5,DR Smith,2,1,2,bat,1,wickets,5,146,20,N,NA,5,67
729313,2014,15,4/28/2014,5,Sandeep Sharma,5,12,5,field,5,wickets,5,125,20,N,NA,12,55
729315,2014,1,4/29/2014,5,JP Faulkner,7,11,11,bat,11,tie,NA,153,20,Y,NA,7,5
729317,2014,15,4/30/2014,5,B Kumar,9,2,9,field,2,runs,15,173,20,N,NA,25,36
733971,2014,40,5/2/2014,5,RA Jadeja,1,7,1,bat,1,runs,34,149,17,N,NA,5,44
733973,2014,31,5/3/2014,5,CJ Anderson,9,5,5,bat,9,wickets,5,169,20,N,NA,14,16
733975,2014,13,5/3/2014,5,KK Nair,3,11,11,field,11,wickets,7,153,20,N,NA,62,55
733977,2014,4,5/4/2014,5,AB de Villiers,12,2,12,field,12,wickets,4,156,20,N,NA,25,67
733979,2014,3,5/5/2014,5,PV Tambe,11,7,7,field,11,runs,10,171,20,N,NA,44,19
733981,2014,13,5/5/2014,5,DR Smith,3,1,1,field,1,wickets,8,179,20,N,NA,52,14
733983,2014,31,5/6/2014,5,RG Sharma,9,12,12,field,9,runs,19,188,20,N,NA,55,33
733985,2014,13,5/7/2014,5,G Gambhir,3,7,3,bat,7,wickets,8,161,20,N,NA,14,16
733987,2014,11,5/7/2014,5,GJ Maxwell,5,1,1,field,5,runs,44,232,20,N,NA,25,45
733989,2014,3,5/8/2014,5,B Kumar,11,2,11,field,2,runs,32,135,20,N,NA,5,44
733991,2014,4,5/9/2014,5,Sandeep Sharma,12,5,12,field,5,runs,32,199,20,N,NA,55,33
733993,2014,13,5/10/2014,5,DW Steyn,3,2,2,field,2,wickets,8,43,5,N,D/L,52,14
733995,2014,31,5/10/2014,5,DR Smith,9,1,1,field,1,wickets,4,158,20,N,NA,25,67
733997,2014,11,5/11/2014,5,G Gambhir,5,7,7,field,7,wickets,9,150,20,N,NA,44,19
733999,2014,4,5/11/2014,5,JP Faulkner,12,11,12,bat,11,wickets,5,191,20,N,NA,55,50
734001,2014,19,5/12/2014,5,AT Rayudu,2,9,2,bat,9,wickets,7,158,20,N,NA,25,67
734003,2014,40,5/13/2014,5,RA Jadeja,1,11,11,bat,1,wickets,5,149,20,N,NA,14,16
734005,2014,4,5/13/2014,5,Yuvraj Singh,12,3,3,field,12,runs,16,187,20,N,NA,33,50
734007,2014,19,5/14/2014,5,WP Saha,2,5,5,field,5,wickets,6,206,20,N,NA,67,45
734009,2014,11,5/14/2014,5,RV Uthappa,7,9,7,field,7,wickets,6,142,20,N,NA,5,44
734011,2014,3,5/15/2014,5,AM Rahane,11,3,3,field,11,runs,62,202,20,N,NA,55,50
734013,2014,40,5/18/2014,5,AB de Villiers,1,12,1,bat,12,wickets,5,139,20,N,NA,14,16
734015,2014,19,5/18/2014,5,UT Yadav,2,7,2,bat,7,wickets,7,143,20,N,NA,44,19
734017,2014,3,5/19/2014,5,MEK Hussey,11,9,9,bat,9,runs,25,179,20,N,NA,55,50
734019,2014,13,5/19/2014,5,AR Patel,3,5,5,field,5,wickets,4,165,20,N,NA,25,45
734021,2014,19,5/20/2014,5,DA Warner,2,12,12,bat,2,wickets,7,161,20,N,NA,5,44
734023,2014,26,5/20/2014,5,RV Uthappa,7,1,7,field,7,wickets,8,155,20,N,NA,52,16
734025,2014,9,5/21/2014,5,LMP Simmons,5,9,9,field,9,wickets,7,157,20,N,NA,25,67
734027,2014,26,5/22/2014,5,RV Uthappa,7,12,12,field,7,runs,30,196,20,N,NA,5,19
734029,2014,40,5/22/2014,5,DA Warner,1,2,2,field,2,wickets,6,186,20,N,NA,14,16
734031,2014,31,5/23/2014,5,MEK Hussey,9,3,3,field,9,runs,15,174,20,N,NA,55,50
734033,2014,9,5/23/2014,5,SE Marsh,5,11,11,field,5,runs,16,180,20,N,NA,25,45
734035,2014,4,5/24/2014,5,MS Dhoni,12,1,1,field,1,wickets,8,155,20,N,NA,5,44
734037,2014,26,5/24/2014,5,YK Pathan,7,2,7,field,7,wickets,4,161,20,N,NA,52,14
734039,2014,9,5/25/2014,5,M Vohra,5,3,5,field,5,wickets,7,116,20,N,NA,25,67
734041,2014,31,5/25/2014,5,CJ Anderson,9,11,9,field,9,wickets,5,190,20,N,NA,33,50
734043,2014,26,5/27/2014,6,UT Yadav,5,7,5,field,7,runs,28,164,20,N,NA,44,55
734045,2014,29,5/28/2014,3,SK Raina,1,9,1,field,1,wickets,7,174,20,N,NA,67,14
734047,2014,31,5/30/2014,7,V Sehwag,1,5,1,field,5,runs,24,227,20,N,NA,25,50
734049,2014,4,6/1/2014,4,MK Pandey,7,5,7,field,7,wickets,3,200,20,N,NA,25,14
829705,2015,26,4/8/2015,5,M Morkel,7,9,7,field,7,wickets,7,169,20,N,NA,55,16
829707,2015,10,4/9/2015,5,A Nehra,1,3,3,field,1,runs,1,151,20,N,NA,51,67
829709,2015,36,4/10/2015,5,JP Faulkner,5,11,5,field,11,runs,26,163,20,N,NA,56,17
829711,2015,10,4/11/2015,5,BB McCullum,1,2,1,bat,1,runs,45,210,20,N,NA,51,67
829713,2015,26,4/11/2015,5,CH Gayle,7,12,12,field,12,wickets,3,178,20,N,NA,55,16
829715,2015,13,4/12/2015,5,DJ Hooda,3,11,11,field,11,wickets,3,185,20,N,NA,56,17
829717,2015,31,4/12/2015,5,GJ Bailey,9,5,9,field,5,runs,18,178,20,N,NA,5,34
829719,2015,4,4/13/2015,5,DA Warner,12,2,2,field,2,wickets,8,167,20,N,NA,52,51
829721,2015,3,4/14/2015,5,SPD Smith,11,9,9,bat,11,wickets,7,165,20,N,NA,5,56
829725,2015,36,4/15/2015,5,MA Agarwal,5,3,5,bat,3,wickets,5,166,20,N,NA,17,33
829727,2015,41,4/16/2015,5,AM Rahane,2,11,11,field,11,wickets,6,128,20,N,NA,45,55
829729,2015,31,4/17/2015,5,A Nehra,9,1,9,bat,1,wickets,6,184,20,N,NA,5,36
829731,2015,41,4/18/2015,5,JP Duminy,2,3,3,bat,3,runs,4,168,20,N,NA,45,55
829733,2015,36,4/18/2015,5,AD Russell,5,7,7,field,7,wickets,4,156,20,N,NA,56,19
829735,2015,3,4/19/2015,5,AM Rahane,11,1,1,bat,11,wickets,8,157,20,N,NA,5,36
829737,2015,4,4/19/2015,5,Harbhajan Singh,12,9,12,field,9,runs,18,210,20,N,NA,51,67
829739,2015,13,4/20/2015,5,UT Yadav,3,7,7,field,7,wickets,6,147,20,N,NA,56,17
829741,2015,3,4/21/2015,5,SE Marsh,11,5,5,field,5,tie,NA,192,20,Y,NA,36,55
829743,2015,41,4/22/2015,5,DA Warner,2,7,7,field,2,runs,16,118,12,N,D/L,51,67
829745,2015,4,4/22/2015,5,SK Raina,12,1,12,field,1,runs,27,182,20,N,NA,30,16
829747,2015,13,4/23/2015,5,SS Iyer,3,9,9,field,3,runs,37,191,20,N,NA,56,19
829749,2015,3,4/24/2015,5,MA Starc,11,12,12,field,12,wickets,9,131,20,N,NA,36,55
829751,2015,31,4/25/2015,5,SL Malinga,9,2,9,bat,9,runs,20,158,20,N,NA,25,17
829753,2015,10,4/25/2015,5,BB McCullum,1,5,1,bat,1,runs,97,193,20,N,NA,30,16
829757,2015,13,4/26/2015,5,VR Aaron,3,12,12,field,12,wickets,10,96,20,N,NA,36,55
829759,2015,9,4/27/2015,5,TA Boult,5,2,5,field,2,runs,20,151,20,N,NA,25,17
829765,2015,10,4/28/2015,5,DJ Bravo,1,7,7,field,1,runs,2,135,20,N,NA,52,67
829763,2015,4,4/29/2015,5,NA,12,11,11,field,#N/A,no result,NA,NA,NA,N,NA,30,45
829723,2015,26,4/30/2015,5,AD Russell,7,1,7,field,7,wickets,7,166,20,N,NA,5,36
829767,2015,13,5/1/2015,5,NM Coulter-Nile,3,5,3,field,3,wickets,9,119,20,N,NA,51,55
829769,2015,31,5/1/2015,5,AT Rayudu,9,11,11,field,9,runs,8,188,20,N,NA,25,19
829771,2015,4,5/2/2015,5,Mandeep Singh,12,7,12,field,12,wickets,7,112,10,N,NA,30,45
829773,2015,19,5/2/2015,5,DA Warner,2,1,1,field,2,runs,22,193,20,N,NA,5,34
829775,2015,9,5/3/2015,5,LMP Simmons,5,9,9,bat,9,runs,23,173,20,N,NA,51,67
829777,2015,29,5/3/2015,5,AM Rahane,11,3,3,field,11,runs,14,190,20,N,NA,25,17
829779,2015,10,5/4/2015,5,SK Raina,1,12,1,bat,1,runs,24,149,20,N,NA,16,33
829781,2015,26,5/4/2015,5,UT Yadav,7,2,2,field,7,runs,35,168,20,N,NA,5,36
829783,2015,31,5/5/2015,5,Harbhajan Singh,9,3,3,bat,9,wickets,5,153,20,N,NA,25,17
829785,2015,4,5/6/2015,5,CH Gayle,12,5,5,field,12,runs,138,227,20,N,NA,51,67
829761,2015,26,5/7/2015,5,PP Chawla,7,3,7,bat,7,runs,13,172,20,N,NA,5,36
829787,2015,29,5/7/2015,5,EJG Morgan,11,2,11,field,2,runs,7,202,20,N,NA,30,16
829789,2015,10,5/8/2015,5,HH Pandya,1,9,1,bat,9,wickets,6,159,20,N,NA,17,19
829791,2015,26,5/9/2015,5,AD Russell,7,5,5,bat,7,wickets,1,184,20,N,NA,5,25
829793,2015,38,5/9/2015,5,MC Henriques,3,2,2,bat,2,runs,6,164,20,N,NA,67,55
829795,2015,31,5/10/2015,5,AB de Villiers,9,12,12,bat,12,runs,39,236,20,N,NA,30,16
829797,2015,10,5/10/2015,5,RA Jadeja,1,11,1,bat,1,runs,12,158,20,N,NA,36,19
829799,2015,19,5/11/2015,5,DA Warner,2,5,2,bat,2,runs,5,186,20,N,NA,5,25
829801,2015,38,5/12/2015,5,Z Khan,3,1,1,bat,3,wickets,6,120,20,N,NA,51,67
829803,2015,9,5/13/2015,5,AR Patel,5,12,12,field,5,runs,22,107,10,N,NA,30,16
829805,2015,31,5/14/2015,5,HH Pandya,9,7,7,field,9,runs,5,172,20,N,NA,51,67
829807,2015,19,5/15/2015,5,V Kohli,2,12,2,bat,12,wickets,6,81,6,N,D/L,5,25
829809,2015,9,5/16/2015,5,P Negi,5,1,5,bat,1,wickets,7,131,20,N,NA,19,16
